V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PROLIFIC_PID,Q1,for,hyu,bmw,sub,jee,toy,che,hon,aud,mer,tes,dod,lex,por,vol,fer,nis,maz,lam,ren,vol,id,age,gender,edu,inc,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2c0fdzflSeeTutj,Default Response Set,Anonymous,,,173.19.173.146,0,2020-12-16 18:37:33,2020-12-16 18:40:12,1,5d5f6ae24d55db0016ed463c,1,,,Ford,Bmw,,Chevy,,,,Ford,Lamborghini ,,Volvo,,,Lamborghini ,Toyota ,,Ferrari,,Lexus,5d5f6ae24d55db0016ed463c,26,2,5,1,37.724105834961,-88.930099487305,-1,
R_1QfNK5gfdPGpXWI,Default Response Set,Anonymous,,,172.58.59.190,0,2020-12-16 18:36:33,2020-12-16 18:40:15,1,5d49e0a96f4b310001c124bf,1,Chevy,,,Honda,,Honda,GMC,,Volvo,BMW,,Chrysler,Toyota,,Audi,Corvette,,,,,,5d49e0a96f4b310001c124bf,41,2,5,6,39.697296142578,-104.83940124512,-1,
R_qKnOdc6PLaiG46t,Default Response Set,Anonymous,,,108.30.29.57,0,2020-12-16 18:34:50,2020-12-16 18:40:27,1,5edfea611b8bce309a0b4afe,1,,Toyota,Mercedes benz,,,,Ford,Toyota,,BMW,,Ford,Volvo,,Jeep,,,Sonata,,,Toyota,5edfea611b8bce309a0b4afe,69,2,6,7,41.148193359375,-73.939399719238,-1,
R_zetGdKXPD6dckdb,Default Response Set,Anonymous,,,173.31.75.189,0,2020-12-16 18:38:24,2020-12-16 18:40:27,1,5f4953bfe860a449fcbd0546,1,Dodge,Suberu,,Toyota ,,,,,Bettal,Bentley ,Leaf,Fort,Bmw,Bmw,,,Toyota ,,,,,5f4953bfe860a449fcbd0546,20,1,2,6,32.560699462891,-84.857299804688,-1,
R_25XUtNuDD4FPwPJ,Default Response Set,Anonymous,,,47.186.44.249,0,2020-12-16 18:38:43,2020-12-16 18:41:00,1,5de91f07c04503000a6922ee,1,,Honda,Mercedes-Benz,Chevrolet,,,,,Toyota,BMW,,Crysler,,,,,Buick,Ford,Mazeratti,,Range Rover,5de91f07c04503000a6922ee,62,1,5,8,33.032592773438,-96.78589630127,-1,
R_r2boMyPrYa1lrdT,Default Response Set,Anonymous,,,72.168.176.212,0,2020-12-16 18:37:31,2020-12-16 18:41:01,1,5fa4ce917648f90008a584ab,1,Chevrolet,Kia,,Honda,,Subaru,,,,Cadillac,,Ford,,Camaro,,,,Hyundai,Ferrari,Subaru,,5fa4ce917648f90008a584ab,24,2,3,11,37.751007080078,-97.821998596191,-1,
R_RWZABtzlMpUQ84p,Default Response Set,Anonymous,,,67.8.193.168,0,2020-12-16 18:40:05,2020-12-16 18:41:26,1,5b5b6c11f5bc590001177815,1,Hundai,Honda,,Chevy,Dodge,,,,,,,Jeep,,Lamborghini,kia,Tesla,volvo,,Porshe,,,5b5b6c11f5bc590001177815,50,2,3,6,28.902496337891,-81.248001098633,-1,
R_2CUl4V8i5Uk8LeB,Default Response Set,Anonymous,,,104.9.106.73,0,2020-12-16 18:38:51,2020-12-16 18:41:32,1,5f088062427fa6092767f97f,1,Dodge,,Mercedes ,,,Honda ,,Toyota,BMW/ Lexus ,,Don’t know.,Nissan,,,Jeep ,Lamborghini ,,Nissan,,,,5f088062427fa6092767f97f,19,2,2,1,25.982299804688,-80.140502929688,-1,
R_2fjuQSkOZVQyDAA,Default Response Set,Anonymous,,,98.235.198.208,0,2020-12-16 18:40:12,2020-12-16 18:41:38,1,5f490d10022f3f2e8f33cc9a,1,Chevy,Kia,Audi,,,Honda,Ford,Toyota,,,Riviam,,,,Mazda,,,,Ferrari,Peugeot,,5f490d10022f3f2e8f33cc9a,41,1,6,10,40.178802490234,-77.004699707031,-1,
R_2c0g9ndDfdzn85n,Default Response Set,Anonymous,,,69.131.100.72,0,2020-12-16 18:40:00,2020-12-16 18:41:48,1,574b79285e549100063c292e,1,,,,Kia,,Hyuandi,,Nissan,Volkswagon,,Ford,,BMW,Ferrari ,,Porsche,Honda,,,,Audi,574b79285e549100063c292e,37,1,6,7,43.034393310547,-89.500701904297,-1,
R_2zZqF5LtOCOwrI9,Default Response Set,Anonymous,,,172.58.97.107,0,2020-12-16 18:39:29,2020-12-16 18:41:49,1,5fc1350bf8b6b91221ee888e,1,,Toyota,,,,Nissan,Subaru ,Nissan,Cadillac ,,,Ford,Audi,Lmabourgini ,,,,Toyota,,Renew,,5fc1350bf8b6b91221ee888e,28,2,3,3,30.29719543457,-97.639099121094,-1,
R_R8Dv922laEQKOZj,Default Response Set,Anonymous,,,47.145.130.68,0,2020-12-16 18:38:08,2020-12-16 18:42:00,1,5c0ec45b05ed100001f7861e,1,truck,,Suv,sports car,,compact car,,compact car,,suv,Electric ,,sports car,,sedan,,,,,,suv,5c0ec45b05ed100001f7861e,24,1,3,2,34.096405029297,-117.96820068359,-1,
R_2EnJqfWBiPldUAz,Default Response Set,Anonymous,,,74.83.228.89,0,2020-12-16 18:41:33,2020-12-16 18:42:28,1,5c464ddf26217400018ca5d6,1,Jeep,,,,Ford,Ford,Ford,,Prius,Rolls Royce,,Ford,Rolls Royce,,Toyota,,,,,Lexus,,5c464ddf26217400018ca5d6,31,2,5,5,39.109100341797,-84.608200073242,-1,
R_C926Q1LymiJESbv,Default Response Set,Anonymous,,,108.95.66.62,0,2020-12-16 18:40:47,2020-12-16 18:42:31,1,5ef32f0aeb0c9103d56a8558,1,,,Tesla,,,,,Ford,,BMW,BMW,Chevy,Porsche ,,Golf,,Hyundai.,Hyundai,Corvette,,,5ef32f0aeb0c9103d56a8558,28,1,3,4,30.864807128906,-88.650299072266,-1,
R_3gSH8NVOukVsvM4,Default Response Set,Anonymous,,,69.216.102.103,0,2020-12-16 18:41:32,2020-12-16 18:42:32,1,56a68bb49ce1c0000df89344,1,Chevy,Mazda,,,GMC,Honda,GMC,,BMW,,Chevy,,,,,Lamborhini,,Subaru ,,,Volkswagen,56a68bb49ce1c0000df89344,32,1,5,7,37.673599243164,-122.09439849854,-1,
R_3KUzIEx4pDZhhuQ,Default Response Set,Anonymous,,,24.148.60.14,0,2020-12-16 18:41:06,2020-12-16 18:42:38,1,5e13a74642a6e8000cfc3f0d,1,,ford,,volvo,no clue,,,,,bmw,none,toyota,,,,porsche,chevy,,bentley,,nissan,5e13a74642a6e8000cfc3f0d,39,1,8,6,41.940902709961,-87.653198242188,-1,
R_3fPgPjsnoZaWeOT,Default Response Set,Anonymous,,,73.9.70.184,0,2020-12-16 18:39:32,2020-12-16 18:42:48,1,5a718c0eff6f2300013efab2,1,Chevy,Ford or chevy,,,,,,Mazda,Acura or lexus or Mercedes ,,I don’t know ,,,,Kia,Lamborgini,,Honda or toyota,Ferrari,,Ford or chevy,5a718c0eff6f2300013efab2,29,1,2,5,42.230895996094,-88.337898254395,-1,
R_2QnEGa5Q8sb2a1F,Default Response Set,Anonymous,,,71.11.191.186,0,2020-12-16 18:38:23,2020-12-16 18:42:50,1,5f9c897ac27fed154bc32465,1,trash,,,,,reliability,dirt,,flashy,money,,,luxury,speed,Beetles,expensive,,,,,practical,5f9c897ac27fed154bc32465,32,2,2,9,39.527206420898,-119.91290283203,-1,
R_20U3btYWIZ2cUAg,Default Response Set,Anonymous,,,173.47.64.251,0,2020-12-16 18:38:13,2020-12-16 18:42:51,1,5c1183632b16ba0001c89cb6,1,,,a fancy car,,a jeep,a cheap car,,,,,a fast car,a car,,a fast foreign car,a German car,,an economic car,,,a fancy car,a foreign car,5c1183632b16ba0001c89cb6,50,2,3,8,33.6416015625,-96.614601135254,-1,
R_AtlDs0m5ENso881,Default Response Set,Anonymous,,,75.83.84.223,0,2020-12-16 18:41:43,2020-12-16 18:42:53,1,5dcc938a547c1f92e47d9800,1,,,Mercedes,Kia,,Honda,Toyota,,,,Electric cars,Jeep,,Mercedes,,,Kia,,,Don't know what this is,Honda,5dcc938a547c1f92e47d9800,29,2,8,12,34.185104370117,-118.77059936523,-1,
R_2rl306R5Kzplsyo,Default Response Set,Anonymous,,,65.33.40.189,0,2020-12-16 18:41:46,2020-12-16 18:42:56,1,5f84b716371d6716c0a2f5c8,1,truck,suv,,,jeep,car,SUV,SUV,car,,,,,,,racing car,,car,,,car,5f84b716371d6716c0a2f5c8,18,1,3,9,28.23649597168,-82.328903198242,-1,
R_2CKrYpmfKJ4uARc,Default Response Set,Anonymous,,,72.191.240.82,0,2020-12-16 18:40:19,2020-12-16 18:43:04,1,5b887b8c4cd6dd0001be237a,1,,audi,,,,honda,,toyota,hyundai,,prius,,porche,lexus,,lamborghini,,volvo,,,mazda,5b887b8c4cd6dd0001be237a,23,2,5,5,32.921905517578,-96.621398925781,-1,
R_eD1l1IsynH6h1C1,Default Response Set,Anonymous,,,142.196.3.232,0,2020-12-16 18:41:59,2020-12-16 18:43:13,1,5dbe5988c486793536a04f61,1,Chevy ,,,Everyday transportation,SUV,,,,Luxury Car,BMW,,,,Sports Car,,,Honda,Midsize car,Exotic Car,Nissan,,5dbe5988c486793536a04f61,36,1,5,8,29.220794677734,-81.013999938965,-1,
R_3RgDyljofO0wO3w,Default Response Set,Anonymous,,,24.7.235.81,0,2020-12-16 18:41:56,2020-12-16 18:43:18,1,5e4085c59eec8d2c93937bff,1,Chevrolet ,Toyota,,,Dodge,Hyundai,Ford,Honda,,,,Jeep,,,,Lamborghini,Honda,,,,Kia,5e4085c59eec8d2c93937bff,27,4,5,3,44.970993041992,-93.049797058105,-1,
R_25WuleH4ZEVHpNL,Default Response Set,Anonymous,,,73.15.138.137,0,2020-12-16 18:42:08,2020-12-16 18:43:19,1,5f2e5aead23f191c01ed004c,1,GM,Toyota,,Toyota,,,,,Mercedes,,,,Mazda,Lamborghini,BMW,,,Lexus,Porsche,not sure,,5f2e5aead23f191c01ed004c,21,2,3,12,37.837600708008,-122.23979949951,-1,
R_2aLEPGxv1uSYk3k,Default Response Set,Anonymous,,,75.85.162.24,0,2020-12-16 18:42:13,2020-12-16 18:43:40,1,5f8f661ee07e641d918c658b,1,,Honda,Volkswagen,Mazda,,,,Toyota,,BMW,Apple,,,Ferrari,,,Toyota,Subaru,,,Saab,5f8f661ee07e641d918c658b,27,1,5,12,34.42790222168,-118.45130157471,-1,
R_eypHdjVeWkXkssF,Default Response Set,Anonymous,,,47.200.199.105,0,2020-12-16 18:42:41,2020-12-16 18:43:42,1,5fa0270a0f22bc03bd0380ee,1,Chrysler,,,Nissan,Ford,,,Mazda,BMW,,nothing,,,Audi,,,Hyundai,Nissan,,,VW,5fa0270a0f22bc03bd0380ee,21,1,3,12,27.946197509766,-82.46070098877,-1,
R_2Bm9MjN8vYiZZGv,Default Response Set,Anonymous,,,69.140.64.82,0,2020-12-16 18:40:40,2020-12-16 18:43:46,1,5fd0261b85dd3e087609bee6,1,,Toyota,,Kia,,,Acura,Nissan,Lexus,,Ford,,Mercedes Benz,,,,Honda,Cadaillac,,,Toyota,5fd0261b85dd3e087609bee6,22,2,5,1,38.999404907227,-77.033599853516,-1,
R_3nGIjmx3IXE0KE2,Default Response Set,Anonymous,,,72.219.23.219,0,2020-12-16 18:41:28,2020-12-16 18:43:34,1,5f20958e8fd66c3a46f2a8ed,1,,,,I don't know,I don't know,Honda,Toyota,Toyota,,I don't know,,,,Ferrari,Mitsubishi,,,,Porsche,,I don't know,5f20958e8fd66c3a46f2a8ed,20,2,3,8,30.531692504883,-91.11669921875,-1,
R_yZR3Y9Rb5L1gM5b,Default Response Set,Anonymous,,,47.135.106.131,0,2020-12-16 18:42:31,2020-12-16 18:43:48,1,5da90151062efc00151a593c,1,,,big cars,japanese,,japanese,,,german,,tech,,car,expensive brands,,expensive brands,,,,don't know,german,5da90151062efc00151a593c,24,2,3,2,35.753204345703,-81.326400756836,-1,
R_vHA9ELgdPXEokLv,Default Response Set,Anonymous,,,23.122.12.207,0,2020-12-16 18:42:23,2020-12-16 18:43:55,1,5aeafd656b4ecd000115adfd,1,,,Cadillac,,,,,,Volkswagen,,Smart Car,,Chevy,Bugatti,Audi,Lambroghini,Huyndai,,,Volvo,Mercedes,5aeafd656b4ecd000115adfd,27,2,3,6,39.837799072266,-84.111099243164,-1,
R_23X2Wm7xMuzTnzt,Default Response Set,Anonymous,,,172.249.159.216,0,2020-12-16 18:42:53,2020-12-16 18:44:00,1,5fa8370db58abe662c983eac,1,Dodge,,Benz,Toyota,Subaru,,GM,,,BMW,,Ford,,,Chrysler,,Toyota,,Ferrari,,,5fa8370db58abe662c983eac,27,1,5,8,33.869293212891,-117.92959594727,-1,
R_r8XyhWx0n2Ojk0p,Default Response Set,Anonymous,,,108.27.76.24,0,2020-12-16 18:39:35,2020-12-16 18:44:01,1,5f52bd7a0193bb5c8296efae,1,,Nissan,Audi,Toyota,,,,Niisan,BMW,,,Porsche,,,Volvo,,Honda,Mercedes,,,Volkswagon,5f52bd7a0193bb5c8296efae,19,1,3,12,40.61149597168,-74.015602111816,-1,
R_2PcZTBup0wnEaB2,Default Response Set,Anonymous,,,73.189.42.57,0,2020-12-16 18:40:37,2020-12-16 18:44:11,1,5eb5dbd5b9a7c14bb5b1c5a0,1,,,,Mitsubishi,,Honda,,,BMW,BMW,Ford,,,Audi,General Motors,,,Nissan,,Volkswagen,Acura,5eb5dbd5b9a7c14bb5b1c5a0,22,1,2,5,37.341705322266,-121.97529602051,-1,
R_2rom0TaNzbFA6ck,Default Response Set,Anonymous,,,172.58.60.219,0,2020-12-16 18:39:13,2020-12-16 18:44:11,1,5c832bd24b0de2001b3510fc,1,,,,Jeep,Bronco,,,,,Bentley,Towncar,Ford,Cadilac,Mustang,Volvo,Corvette,,Cavileir,,,,5c832bd24b0de2001b3510fc,53,1,2,3,39.742706298828,-104.81289672852,-1,
R_3NVRnbYNZK6FlC6,Default Response Set,Anonymous,,,74.98.255.33,0,2020-12-16 18:42:59,2020-12-16 18:44:18,1,5f8a0ef975ffa70a41d300b1,1,Chevrolet,,Mercedes Benz,Mazda,Land Rover,,,,,,Volvo,,Acura,,Toyota,,Toyota,Subaru,,,Audi,5f8a0ef975ffa70a41d300b1,34,1,7,7,40.432495117188,-79.862998962402,-1,
R_efwOszEwoQRUTDj,Default Response Set,Anonymous,,,69.143.175.43,0,2020-12-16 18:43:36,2020-12-16 18:44:46,1,5f978bf063ceb305fa7b7451,1,,Nissan,,,,honda,ford,,,,,ford,,ferrari,bmw,,hyundai,acura,,bugati,bmw,5f978bf063ceb305fa7b7451,33,2,7,3,38.989303588867,-77.158599853516,-1,
R_3hn1M5e0OSZHQLr,Default Response Set,Anonymous,,,108.26.209.147,0,2020-12-16 18:41:08,2020-12-16 18:44:47,1,580bea98827ca10001db514e,1,,,audi,,,honda,,toyota,bmw,,Volkswagen,mazda,acura,,,lamborghini,,dodge,ferrari,,,580bea98827ca10001db514e,51,1,5,7,42.350402832031,-71.225402832031,-1,
R_24zQzgzdcE0kwmA,Default Response Set,Anonymous,,,24.143.104.254,0,2020-12-16 18:42:15,2020-12-16 18:45:14,1,5c9aecaa9647010018597d03,1,,honda,,mazda,,,ford,ford,,,porsche,,,maseratti,mini cooper,porche,,thunderbird,,mini cooper,,5c9aecaa9647010018597d03,71,2,5,7,47.613693237305,-122.31039428711,-1,
R_3s6wYO3tNc3sepY,Default Response Set,Anonymous,,,71.191.188.242,0,2020-12-16 18:43:18,2020-12-16 18:45:18,1,5ecee140004d572f486073b4,1,Chevy,KIA,,,,,Ford,Toyota,BMW,BMW,,Chevy,,,Volvo,,,,,Fiat,Volkswagen,5ecee140004d572f486073b4,19,2,3,11,38.748092651367,-77.238296508789,-1,
R_3lK7YHLjwfutoEf,Default Response Set,Anonymous,,,98.219.222.184,0,2020-12-16 18:43:40,2020-12-16 18:45:23,1,5b906c59a711d60001fe375b,1,Focus,Suv,,,Wrangler,,,CRV,,,,Charger,Luxury,,Germany,,Rogue,MX5,,,Sedan,5b906c59a711d60001fe375b,35,1,6,8,40.995803833008,-80.326400756836,-1,
R_daRtBL4xuoH0SJ3,Default Response Set,Anonymous,,,98.151.80.254,0,2020-12-16 18:43:05,2020-12-16 18:45:28,1,5fcd71c07283d321e75d28ce,1,,comfort,,,outdoors,,,family,underappreciated,,upper middle class,middle class,expensive,expensive,economic,,reliable,,,,,5fcd71c07283d321e75d28ce,19,1,3,2,21.313293457031,-157.82299804688,-1,
R_5dn0LrQKPLL6McF,Default Response Set,Anonymous,,,174.101.182.153,0,2020-12-16 18:42:40,2020-12-16 18:45:36,1,5d5682471214b8001ae86609,1,,,,Volkswagen,Range Rover,,Ford,Toyota,,Lexus,,,Mercedes,,,Porsche,Toyota,Mitsubishi,,,Saab,5d5682471214b8001ae86609,44,2,2,11,39.874404907227,-84.32869720459,-1,
R_2z779hT1rGlKE39,Default Response Set,Anonymous,,,24.2.218.132,0,2020-12-16 18:43:44,2020-12-16 18:45:41,1,5ef504d47faaa01261c64983,1,,Kia,,,,,GM,Toyota,Acura,Lexus,,,Acura,Ferarri,Honda,,,Ford,,automobiles,,5ef504d47faaa01261c64983,34,1,4,5,41.456802368164,-72.824501037598,-1,
R_3ew6qW4VQ7iQFXR,Default Response Set,Anonymous,,,96.246.238.208,0,2020-12-16 18:44:15,2020-12-16 18:45:56,1,5c3ade424b1ed90001bab14b,1,Dodge ,,,Jeep,,,,,,Audi,,Ford,,,Volvo,,Honda,Jeep,Jaguar,n/a,Volkswagen,5c3ade424b1ed90001bab14b,20,2,3,12,40.686599731445,-73.512397766113,-1,
R_3G8nEG5MvyN3Tdb,Default Response Set,Anonymous,,,23.115.52.30,0,2020-12-16 18:44:34,2020-12-16 18:46:09,1,5e7aadb5a7dfb90a00324ef0,1,,,,Family,,Function,US made,,Normal car,,Environment,Manliness ,,,,,Foreign,Luxury,Excess,not sure,,5e7aadb5a7dfb90a00324ef0,23,1,5,5,42.540298461914,-83.378997802734,-1,
R_2bPetUwpnwFzsvK,Default Response Set,Anonymous,,,47.37.245.116,0,2020-12-16 18:43:08,2020-12-16 18:46:12,1,5e70139675ec140dc18c14d1,1,,,,,,Honda,,,,Audi,GM,,Mercedes-Benz,,Car,Lamborghini,Hyundai,Toyota,Ferrari,,Chrysler,5e70139675ec140dc18c14d1,19,1,3,10,34.968902587891,-82.148002624512,-1,
R_1DIIymVBxYHfF0f,Default Response Set,Anonymous,,,107.77.196.90,0,2020-12-16 18:44:44,2020-12-16 18:46:28,1,5ef02a29cb94ad54375691e7,1,Trucks,,,Reliable,Ruggedness ,,Trucks,,Sports luxury,Luxury,Electic vehicles,,,,,Wealth,,,Wealth,,,5ef02a29cb94ad54375691e7,24,1,5,7,32.875396728516,-96.710296630859,-1,
R_vIVmdZjmu2bOQKt,Default Response Set,Anonymous,,,65.25.2.251,0,2020-12-16 18:44:17,2020-12-16 18:46:31,1,5e0e66730db8925a55fffbd5,1,,everyday,Volkswagen,,outdoors,,,,nice,,electric,American,fancy,high-end,BMW,luxury,,,,,,5e0e66730db8925a55fffbd5,22,2,5,7,39.837799072266,-84.111099243164,-1,
R_23WwJezUXCBbWe8,Default Response Set,Anonymous,,,45.31.69.65,0,2020-12-16 18:44:56,2020-12-16 18:46:37,1,5ea96ca7b7e2db07fb927b4f,1,Chevy,Kia,Mercedes,,,,,Ford,,Lexus,Toyota,,BMW,,Bug,,,,Ferrar,,Fifa,5ea96ca7b7e2db07fb927b4f,35,2,3,10,30.117202758789,-81.411903381348,-1,
R_1GvkgXn1hhuSBI6,Default Response Set,Anonymous,,,174.249.19.146,0,2020-12-16 18:44:08,2020-12-16 18:46:40,1,5b93ef45191b3c0001652677,1,,,,Jeep,,,,Hyundai ,,,,,Range rover,Audi,Subaru,Lamborghini ,Chevy,,Audi,I don't know,Mercedes benz,5b93ef45191b3c0001652677,36,2,4,8,40.545700073242,-80.050796508789,-1,
R_3R8xvbQxzMOXyS7,Default Response Set,Anonymous,,,24.118.57.78,0,2020-12-16 18:44:22,2020-12-16 18:46:45,1,5fb4213370ede60788166c5e,1,Chevy,,Audi,,truck,,,,BMW,Audi,Chevy Volt,,BMW,,,,Hyundai,,Ferrari,,Volkswagen,5fb4213370ede60788166c5e,24,2,5,8,44.935394287109,-93.169403076172,-1,
R_vqRtVAdyN7B367f,Default Response Set,Anonymous,,,72.31.58.19,0,2020-12-16 18:45:27,2020-12-16 18:47:03,1,5bf08d054863520001b1e1dc,1,simple,,cool,easy,,,,durable,,expensive,technology ,affordable,,,,fancy,nice,,luxury car,,,5bf08d054863520001b1e1dc,34,2,4,5,27.903198242188,-82.29109954834,-1,
R_0djyBkyEjPO95BL,Default Response Set,Anonymous,,,72.190.22.147,0,2020-12-16 18:44:02,2020-12-16 18:47:06,1,5f860715f6c2b1125c7b64ba,1,Chevrolet,,,,Dodge,,Dodge,,BMW,,,Chevrolet,,Lexus,,Porsche,,,Ferrari,Fiat,Toyota,5f860715f6c2b1125c7b64ba,27,2,5,5,33.003601074219,-96.883399963379,-1,
R_BKWXVIypsw23FCh,Default Response Set,Anonymous,,,24.22.122.73,0,2020-12-16 18:45:46,2020-12-16 18:47:22,1,5eb33612d573b51326905f30,1,,car,car,,off road vehicle,,,,,,space ship,truck,car,car,van,fancy,,,,,wagon,5eb33612d573b51326905f30,36,2,5,6,45.565307617188,-122.64479827881,-1,
R_1ZdQBlUxKILS1jj,Default Response Set,Anonymous,,,67.186.230.195,0,2020-12-16 18:44:57,2020-12-16 18:47:30,1,5fbb57b9335997c295215ff7,1,Honda,Toyota,,Hyundai,,Honda,,Ford,,,,,Buick,,,Bugati,,Jeep,Mercedes,,Lexus,5fbb57b9335997c295215ff7,25,2,4,11,40.349502563477,-111.89980316162,-1,
R_2wvlD0rY3CpCj5E,Default Response Set,Anonymous,,,47.205.158.112,0,2020-12-16 18:46:16,2020-12-16 18:47:31,1,5f80b914828fad127466a5f2,1,,Kia,Volvo,,I don't know.,,,,Lexus,BMW,I don't know.,,,,,Mercedes,,Toyota,Corvette,Audi,,5f80b914828fad127466a5f2,59,2,2,9,27.406692504883,-82.531402587891,-1,
R_b7nqsxxHQlLFqet,Default Response Set,Anonymous,,,75.161.244.224,0,2020-12-16 18:46:32,2020-12-16 18:47:36,1,5ee2fb2dd426ce85a64874be,1,,,snake,,,bull,goat,,whale,tiger,chettah,horse,,stallion ,,,bear,,great white shark,,,5ee2fb2dd426ce85a64874be,25,2,5,4,35.101303100586,-106.5246963501,-1,
R_1LnGlZMpH1AX5Bk,Default Response Set,Anonymous,,,184.57.174.117,0,2020-12-16 18:44:35,2020-12-16 18:47:46,1,5f4871d41c384e3435c7e092,1,Chevrolet,,,,Chrysler,,Ford,,Volkswagon,BMW,,,Mercedes,,Pontiac,Porsche,,Nissan,,Mercedes,,5f4871d41c384e3435c7e092,42,2,5,6,39.68229675293,-84.159400939941,-1,
R_XEXA2ZE9R62ALfj,Default Response Set,Anonymous,,,75.86.22.254,0,2020-12-16 18:45:36,2020-12-16 18:47:51,1,5f248a2f46a10507b20d9f17,1,Chevy,,Poreshe,,Land Rover,Hyundai,Ford,,,,,,Mercedes,,,lamborghini,,Acura,Ferrari,,Subaru,5f248a2f46a10507b20d9f17,23,1,5,7,43.050094604492,-87.964797973633,-1,
R_2uKu1jMdsXkZdSF,Default Response Set,Anonymous,,,172.58.43.251,0,2020-12-16 18:46:49,2020-12-16 18:47:52,1,5b274df334ffd00001b46813,1,Chevrolet,Toyota,Lexus,Passat,,,Ford,,,Aston Martin,,,,,Volvo,Ford,Dodge,,Rolls Royce,,,5b274df334ffd00001b46813,28,1,3,3,47.557907104492,-122.16329956055,-1,
R_AnRQ3aG4FB34yGd,Default Response Set,Anonymous,,,74.139.140.1,0,2020-12-16 18:46:27,2020-12-16 18:47:52,1,5f2e01d5a87abd1659f1182e,1,,Cheap,Luxury Performance,Outback,,Reliability,A rock,,,,Electricity ,,,,Hippies,Prancing horse,,Dead brand,,European,,5f2e01d5a87abd1659f1182e,47,1,3,11,37.150405883789,-84.522796630859,-1,
R_2PhsC9KX5eMDIiS,Default Response Set,Anonymous,,,99.39.127.131,0,2020-12-16 18:44:07,2020-12-16 18:47:57,1,5f72b8b6357b471f66a20009,1,,,,Mitsubishi,Hummer,Honda,Ford,Toyota,,Lexus,Kia,,,,GMC,Porsche,,Kia,,,,5f72b8b6357b471f66a20009,22,2,5,11,33.149398803711,-96.828002929688,-1,
R_bf48acm48X6Zfl7,Default Response Set,Anonymous,,,160.3.13.60,0,2020-12-16 18:46:58,2020-12-16 18:48:06,1,5df2adb58f1faf1cb0e1ef16,1,Chevy,Kia,,,Dodge,Honda,,,,BMW,,,Acura,BMW,,,Kia,,Ferrari,Rolls Royce,,5df2adb58f1faf1cb0e1ef16,29,2,3,6,36.740707397461,-95.927200317383,-1,
R_3MysAdbOY2mVeE3,Default Response Set,Anonymous,,,174.87.236.179,0,2020-12-16 18:45:07,2020-12-16 18:48:14,1,5dcef1425e9119034948cd9e,1,,,"a Ford, but well built.",,any GMC vehicle.,,,,Honda compact.,,"an up-scale car, but electric.",,Lincoln town car.,,many other small cars.,Lamborgini,,a sporty sedan,Porsche,,a well-built race horse.,5dcef1425e9119034948cd9e,74,2,8,2,39.527206420898,-119.91290283203,-1,
R_2bVJEOtBd013aKT,Default Response Set,Anonymous,,,97.70.79.10,0,2020-12-16 18:47:37,2020-12-16 18:48:25,1,5a412f0b99311d0001df431e,1,America,Japan,German,Family,Tough,,,,,,Electricity,,,,,Luxury,,Speed,Italian,Fancy,,5a412f0b99311d0001df431e,20,1,5,12,42.464904785156,-83.36840057373,-1,
R_PLivxOUuYjZgnxD,Default Response Set,Anonymous,,,67.220.29.196,0,2020-12-16 18:45:20,2020-12-16 18:48:26,1,5cf2cc60f114bf0019781a6e,1,Chevrolet,Acura,Mercedes,Toyota,,Honda,Ford,,,BMW,,,,Audi,,Lamborghini,,Nissan,,,,5cf2cc60f114bf0019781a6e,39,1,3,4,44.969100952148,-93.284301757812,-1,
R_Z8BuUI0hNAXBgml,Default Response Set,Anonymous,,,70.162.78.41,0,2020-12-16 18:47:32,2020-12-16 18:48:31,1,5df961cb53e8466f17606ae1,1,,Kia,,,Ford,,,Toyota,,,,,BMW,BMW,,,Toyota,Toyota,Ferrari,Volvo,Saab,5df961cb53e8466f17606ae1,52,1,5,12,33.591705322266,-112.11309814453,-1,
R_b72ijGODxwSsech,Default Response Set,Anonymous,,,24.23.37.183,0,2020-12-16 18:47:06,2020-12-16 18:48:33,1,5c32e9588573070001641744,1,Chevy,Korea,Money,,Army,Honda,America,,,,,,MId tier,,,Red,,Speed,Gold,,,5c32e9588573070001641744,26,1,3,1,38.406295776367,-121.42869567871,-1,
R_33frpxvLwag76Gx,Default Response Set,Anonymous,,,73.202.69.160,0,2020-12-16 18:45:56,2020-12-16 18:48:34,1,5eafa77012e7016a3a18bbc3,1,gmc,subaru,,,,honda,gmc,,mercedes,,,,acura,,,,toyota,subaru,,volvo,renault,5eafa77012e7016a3a18bbc3,20,1,4,11,37.33039855957,-121.79130554199,-1,
R_2pMlpw84cuf6gnn,Default Response Set,Anonymous,,,107.77.200.131,0,2020-12-16 18:45:42,2020-12-16 18:48:37,1,5bf9cc2b138674000124bdc8,1,Dodge ,,Lexus,Volvo ,,,Ford,,BMW,Lexus ,,,,,BMW,,,Nissan ,,Volkswagen ,Subaru,5bf9cc2b138674000124bdc8,24,2,5,4,32.965698242188,-96.882499694824,-1,
R_8oHVLqwYBR3UfWp,Default Response Set,Anonymous,,,98.244.30.59,0,2020-12-16 18:47:03,2020-12-16 18:48:38,1,5dda6f4e82569a9cea908bb2,1,truck,,expensive car,,,,,van,not sure,old fashioned car,electric car,evade,compact car,,,,japanese car,,,not so sure,,5dda6f4e82569a9cea908bb2,23,1,5,1,37.675201416016,-120.94650268555,-1,
